900,850,900,800,,,850,556,261,659,647,227,386,397,218,286,288,129,175,27,496,526,368,72,398,289,106,154,492,709,794,243,688,898,76,255,276,436,849,316,596,377,911,219,338,460,796,213,781,329,882,555,299,720,541,277,427,479,233,338,406,100,211,211,25,575,382,127,289,510,717,774,769,170,912,751,268,902,99,177,167,446,855,191,652,412,178,854,492,212,371,794,300,733,443,370,679,375,500,392,477,385,223,311,422,470,686,728,737,,,,,,
British 2020,US Open 2020,PGA 2020,Masters 2020,RBC,Colonial,Players 2020,API 2020,Honda 2020,WGC-Mexico 2020,Genesis 2020,Pebble 2019,Waste 2020,Farmers 2020,Deset Classic 2020,Sony 2020,Sentry 2020,RSM 2019,Mayakoba 2019,Bermuda 2019,HSBC 2019,Zozo 2019,CJ Cup 2019,Houston 2019,Shriners 2019,Safeway 2019,Sanderson Farms 2019,Greenbrier 2019,Tour Championship 2019,BMW 2019,Northern Trust 2019,Wyndham 2019,St. Jude 2019,British 2019,John Deere 2019,3M Open 2019,Rocket Mortgage 2019,Travelers 2019,US Open 2019,RBC Canada 2019,Memorial 2019,Colonial 2019,PGA 2019,AT&T Byron Nelson 2019,Wells Fargo 2019,RBC 2019,Masters 2019,Valero 2019,WGCdell 2019,Valspar 2019,Players 2019,API 2019,Honda 2019,WGC-Mexico 2019,Genesis 2019,Pebble 2019,Waste 2019,Farmers 2019,Deset Classic 2019,Sony 2019,Sentry 2019,RSM 2018,Mayakoba 2018,Shriners 2018,Sanderson Farms 2018,HSBC 2018,CJ Cup 2018,CIMB 2018,Safeway 2018,Tour Championship 2018,BMW 2018,Dell 2018,Northern Trust 2018,Wyndham 2018,PGA 2018,Bridgestone 2018,Canada 2018,British 2018,John Deere 2018,Greenbrier 2018,Quicken 2018,Travelers 2018,US Open 2018,St. Jude 2018,Memorial 2018,Colonial 2018,Byron 2018,Players 2018,Wells Fargo 2018,Valero 2018,RBC 2018,Masters 2018,Houston 2018,WGCdell 2018,API 2018,Valspar 2018,WGC-Mexico 2018,Honda 2018,Genesis 2018,Pebble 2018,Waste 2018,Farmers 2018,Deset Classic 2018,Sony 2018,Sentry 2018,Tour Championship 2017,BMW 2017,Dell 2017,NT 2017,Wyndham 2017,PGA 2017,Bridgestone 2017,RBC Canada 2017,British 2017,JD 2017
