C.T. Pan,250, ,200, ,200,200,400,250,200, ,400, ,250,150, , , , ,150, , ,150,125, ,150,100, , , ,150,300, ,150,400, , , ,100,200, , ,90,150,80, ,125, ,125, ,150,250,150,80, ,125, ,125,80,66,,,22,45,,,110,50,40,,,110,200,125,60,,,,,80,66,66,80,,125,,200,150,300,150,100,200,,150,,,150,,200,200,,150,125,100,,,,,350,350,100, , ,,,
Andrew Landry, , , , ,200,300,300, , , ,250,150,100, ,200,200, ,150,250, , , , ,80,150,150,100,80, , ,175,150, , ,125,150,175,250, , ,300,125, , , ,100,500,90, ,300,400,250,175, ,150, ,150, ,90,150,250,80,150,,, ,,,66,,500,400,250,,250,300,,500,35,,125,150,,,200,100,,200,100,150,275,,,,,,,250,200,,160,100,150,125,,,,,, , , ,,,
Brian Stuard, , , , ,200,320,500,250,200, ,500,200,200, ,100,66, ,80,100,28, , ,125, ,200,150,100,125, , ,300,200, , ,100, ,150,200,500, ,200,110, ,80, ,100, ,150, ,300,350, ,175, ,300,250,200, ,125,175,,250,175,200,80, ,250,175,100,,,400,500,200,,,250,,250,,250,400,500,200,300,250,160,,250,250,350,,300,,,300,,200,250,200,140,,66,100,,,,,,250, , ,,,
Chesson Hadley, , , , ,200,350,400, ,150, , ,200,200,250,250,200, ,125, , , , ,125, ,100,150,100, , , ,400,250, , , ,110,110,150,500, ,200,175,300, ,150,100, ,80, ,125,200,150,100, , ,100,150,150,80,,,28,,40,, ,40,100,70,,300,250,150,80,250,,80,500,22,,40,80,150,,66,45,,80,55,35,100,,125,,125,90,,50,,50,100,100,33,,,,,,,70, , ,,,
Charl Schwartzel, , , ,125,200, , ,80,80, , ,200,150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,125,150, , ,66,125,80,66, ,100, ,150,100,55,,,,,,, ,100,,,,,,100,,150,125,,200,,,,,125,28,66,,,100,70,,90,100,,125,125,55,100,,66,,,,,,,,100,100,100, ,100,66,,,
Tom Hoge, , , , ,225,130,250,125,125, , ,66,80,200,200,250, ,150,150, , , , ,90, ,100,70,150, , , ,200, , ,200,300,225,250,750,250, ,300, ,300,450,200, ,275, ,250,500, ,200, ,350,300,400,300,200,175,,200,200,150,50, ,,100,125,,,400,250,175,,,200,,,125,125,200,,125,300,250,,350,300,125,225,,250,,350,275,,150,200,125,,150,100,150,,,,,,125, , ,,,
Sebastian Munoz, , , , ,225,150,300,100, ,150,250, ,125,100,80,50,80,125,66, , , , ,40, ,50,50,80, , ,250,125, , ,125,150,150,150, ,200, , , ,300,500, , ,200, ,300, , ,200, , ,300, ,300,200,400,,200,250,300,250, ,,,250,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,175, , ,,,
Sung Kang,300, ,200, ,225,200,200,125, ,125,200,100,125,200, ,125,150, , , , ,150,125, ,200,125, ,125, ,300,350, ,225,300, ,80,80, , ,80,80, ,150,125,100,66, ,70, ,100,150,125,100, ,80,150,150,200,,250,,150,250,150,, ,150,,125,,,,400,175,,,150,750,66,,150,300,,250,400,250,175,500,250,150,200,,125,,300,200,,100,200,,175,175,80,,,,250,300,200, ,250, ,,,
Matt Wallace,66,80,80,125,225,200,200,125,100,150, , , , , , , , , , ,40, , , , , , , , , , , ,60,40, , , , ,100, , , ,125, , ,80,125, ,75, , ,80,50,75, , , , ,,,,,,,,125,,,,,,,,,250,,,400,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,, , , ,,,
Andrew Putnam,200, ,150, ,250,180,300,150, , ,150,,80, ,66,50, , , , , ,66,45, ,66, , , , ,80,100, ,60,250, , , ,100,250, ,80,150,250, , ,100, ,70,250, ,300, , ,150,100,75,50, ,25,55,100,,,50,,225,200,100,,,400,350,150,,,,125,200,66,50,50,,,125,,150,100,,200,200,,,200,,,,,,,300,,350,300,400,,,,,, , , ,,,
Danny Willett,66,150,100,80,250,180,200,150, ,150,150, , , , , , , , , ,50, ,33, , , , , , , ,100, ,66,125, , , , ,150,125,150, ,300, ,250,150,175, , ,150,300,125, ,150,100, , ,125,66,,,,,,, ,150,,80,,,,,,250,,,150,,,,,300,,,,,500,,,,250,,,300,,,,,,,,,,,,,,, ,350,300,,,
Jhonattan Vegas, , , , ,250,200,200, ,80, ,250, , ,200,150, , ,150,125, , , ,150,80,100,125, , , , ,250, , , ,66, , , ,250, ,125,90,125, ,66, , ,45, , ,175,150,150, ,150, ,200,150,100,,,,125,125,55, ,,80,125,,,250,250,100,200,200,66,750,,,,150,400,,225,175,,250,200,80,,300,80,175,,,175,100,100,,,40,66,,100,125,125,66,175, ,150,100,,,
Keith Mitchell,250, ,150, ,250,200,200,125,66, , ,200,300,200, ,125,100,125,125, , ,200,125, ,125, , , , ,250,250, ,200,400, ,80,75, ,200, ,100, ,125,28,80,80,200, ,100, ,90,80,200, ,150,150,150,125,,150,,66,80,,, ,100,125,,,225,300,200,66,,,80,,75,80,100,125,,80,100,,90,,200,100,,,125,,,,,,,250,,300,200,350,,,,,, , , ,,,
Dylan Frittelli,200, , , ,250,200,300,200,150, ,200, ,150,125, ,66,66,33,50, , ,80,50, ,40,50,40, , ,200,150,50, ,200,66,125,150,200, ,100, , ,300,100, , , ,80, ,175, , ,80, , ,125, ,100,90,80,,,,,25, ,,,55,,,,,,200,,,200,,,,,300,,,,,,80,,100,175,55,100,,,70,50,,,,,,,,,,,, ,300, ,,,
Jazz Janewattananond,250, ,200, ,250,200,400,175, ,150, , , , , , , , , , ,200,125, , , , , , , , , , , ,400, , , , , , , , ,350, , , , , , , , , , , , , , , ,,,,,,,, ,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , ,,,
Matthew Nesmith, , , , ,250,200, ,100,80, , ,150, ,250,200,250, ,250,300, , , , ,100,300,300,150,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy Merritt, , , , ,250,270,500,200, , ,300,300,300, ,250,200, ,125, , , ,200,150, ,200,80, , , ,150,250,125, , ,66,150,150,150, , ,300, ,300,125, ,200, , , , ,400, , , , , , , ,,150,250,125,,150,, ,,80,125,,,400,250,,200,,100,,125,,125,150,,150,,,100,,300,150,,,200,,,200,,,200,500,,500,400,400,,,,,,250, , ,,,
Matt Jones, , , , ,250,290,250,175,125, ,200,200,200,150, , , , ,125, , , ,125,45,200,150,66,100, , ,275,150, , ,100,125,150,150,400, ,125,66, ,90,150, , ,90, ,200, , ,175, , ,175, ,300,150,300,,150,150,150,50, ,,,70,,,,,125,,,150,500,100,80,100,200,400,100,,,150,,,125,,,175,,,,,,,150,,250,125,150,,,,,,175, , ,,,
Aaron Baddeley, , , , ,250, ,500, , , ,300,250,250,350,200, , ,125,150, , , , ,66,200,200, , , , ,400,300, , , , , ,200,300, ,200,125, ,100, ,66, , , , ,200,150, , , ,160,150, ,150,,,80,,,25, ,,,,,,,,150,,,250,,150,,125,150,500,250,,250,100,,200,100,150,,150,,,200,,,250,200,300,250,,200,,,,,,150, , ,,,
Wyndham Clark, , , , ,275,200,250,80,66, ,250,200,300,200,125, , , ,100, , ,80,200, ,150,100,50, , ,150,250,100, , ,40,110,150,400, ,200, ,175, ,125,150,125, ,90, ,175, , ,150, , ,300, ,400,400,400,,200,,300,150, ,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,, , , ,,,
Sam Burns, , , , ,275, ,400,200,100, ,500, ,200,250,500,200, , , , , , , ,80,125, ,55,100, , , , , , ,40,110,150,150, , ,150,125,300,100,125,125, ,90, ,200, ,200,150, ,200, ,150,150,150,125,,80,80,66,75, ,,,100,,,,,,,,,,,,,,350,,300,125,,,100,,,,,,80,100,,200,,,,300,,,,,,,, , , ,,,
Jimmy Walker, ,150,125,150,300,110,250,200,250, ,250,125,200,200,250,150, , , , , , , , , ,150,125,100, , , ,150, ,400, ,55,80, ,150,100, ,90,250,90,110, ,250,60, , ,200,200,125, ,125,125,150,100,,80,,,,,, ,125,100,,,,150,125,,200,,66,250,,33,30,,80,,,25,20,100,,40,,150,,,100,90,,100,80,100,,150,66,50,,,,,150, ,100,125,,,
Adam Long, , , , ,300,180,300,150,150, ,250,125,200, ,100,125,125,66,150, , ,200,125, , ,150,100,250, ,300,600,200,250, ,150,200,175,250, , ,300,250,500, ,300, ,500,150, , ,350,300,300, ,400,250,200,200,500,500,,600,,,250, ,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , ,,,
Denny McCarthy, , , , ,300,200,400,200,100, ,200, ,125,125,66, , ,50,40,14, , , ,33,100, ,200,66, , ,150,80, , ,66,125,250,200, ,150, ,125, ,125,125, , ,55, ,200,400, ,200, ,275, ,200,150,90,,,50,55,66,35, ,,,28,,,,,150,,,150,,140,125,125,250,,150,,,140,,300,200,,,300,,,,,,,500,,500,500,,,,,,, , , ,,,
Nick Watney, , , , ,300,200,300, ,150, ,250,100, ,150,150, , ,125,100, , , , ,66,125,150, ,100, , ,150,125, , ,66,55,80,125, ,125,150,150, ,100,110,125, ,125, ,150,250, ,125, , ,125,150,150,100,,,80,,100,, ,125,100,80,,,200,250,80,200,,100,,80,80,80,125,,,150,80,,125,150,100,125,,125,,,100,,125,,100,250,150,200,,,,,,250,66, , ,,,
Mackenzie Hughes, , , , ,300,200,300, ,400, , ,500,500,350,300,250, ,150,200, , , , ,200,300,150, ,100, , ,225,200, , ,80,55,90,150, , , ,175, ,200,200,125, ,90, ,300, , ,300, ,500,350,300,400,,350,,150,200,150,, ,,,100,,,,,125,,,150,,150,125,200,300,500,250,500,300,,500,400,500,500,,350,,500,300,,300,,300,500,350,,150,,,250,400,400, ,300,250,,,
Lanto Griffin, , , , ,300,200,300,150, ,125,125,125,125,80, ,80,125,66,40,16, , , ,45,100,80,75,125, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,, ,,,,,,,,200,,,2500,,160,125,,300,500,150,,,300,,,250,,,300,,,,,,,250,,500,300,400,,,,,, , , ,,,
Tyler Duncan, , , , ,300,220,750,300,300, ,500,250,300, ,200,125,150,200,200,100, , , ,150, ,300,250,200, , , ,400, , ,125,150,200,250, ,250, , , ,300,500,250, ,300, ,400,750, ,250, ,400,500,500,400,250,400,,300,400,250,100, ,,,125,,,,250,80,,,150,,66,100,150,200,500,150,,250,175,,500,300,,,500,,,500,,500,500,400,500,400,200,200,,,,,, , , ,,,
Pat Perez, , , , ,300,230,500,150, , ,250,80, ,150, ,80, , ,50, , ,66,50,28,200,200, , , , ,300,150, , ,66,80, , , , ,150,66,150,66,150, , , , , ,300,200, , ,150,125, ,100,80,66,,,45,,,110,100,55,,,225,175,125,,250,200,,500,,,,100,200,,125,66,,100,,40,,125,,80,,,66,,50,35,,,,,28,80,100,200,150, ,250,175,,,
Carlos Ortiz, , , , ,300,230,250,100, ,150,200, ,150,150,125,80, , ,66, , , , ,66,150,100,125,150, , ,300,200, , ,100,200,300,200,1000,500,125,250, ,300,200, , ,150, ,200, ,250,150, ,300,300,300,250,200,400,,150,150,125,150, ,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , ,,,
Vaughn Taylor, , , , ,300,250,400,125,80, ,150,80,80, ,50,80, ,50,125, , ,200,125, , ,80,40, , ,200,175,100, , ,66, ,80,200, , ,200,125, ,150,250,150, ,125, ,250,500,200,150, ,300,200,150, ,250,200,,100,175,150,100, ,,,175,,,,300,100,,,200,,200,125,125,150,,150,,225,125,500,200,150,200,,,,,250,,125,200,100,300,,200,175,,,,,300,150, , ,,,
Doc Redman, , , , ,300,300, ,250,150, , , ,250,250,250,200, ,150,100,28, , , ,80,200,150,80,125, , , ,80, ,500,100, , , , , , , , , ,550, , , , , , , , , , , , , ,,,,,,,, ,,,,,,,,150,,,,,,,250,,,,400,,,,,,300,750,,,500,,,,,,,,,,,,,,, , , ,,,
Mark Hubbard, , , , ,300,300,500,200,200, , ,150,300, ,300,200, ,125,125,25, , , ,66,200,200,100,200, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250, , ,,,
Adam Schenk, , , , ,300,420,300, ,80, ,300,250,200,250,300,200, ,125,100, , ,200,150, ,200,125,80,100, , ,300,125, , ,150,200,250,250, ,250,250,175, ,100,225,125, ,150, ,175, ,200,200, ,250,300,300,300,200,200,,66,90,66,35, ,,,80,,,,,350,,,400,,300,150,300,500,,300,,350,225,,300,200,,,200,,,,,500,750,500,,400,200,250,,,,,, , , ,,,
Peter Malnati, , , , ,300, ,750, ,250, ,500,400,300,350,200,200, ,200,150, , , , ,150,250,200,125,200, , ,300,150, , , ,80,100,150, ,200,150,200, ,125,175, , ,175, ,300, , ,250, ,300,300, ,300,250,300,,125,125,150,50, ,,,66,,,,,150,,,200,,,125,150,200,,250,,,250,,500,300,600,,500,,,400,,500,400,500,750,400,250,350,,,,,,200, , ,,,
Kyle Stanley,250, ,175, ,300, ,400, ,100, ,300, ,200,200,150,100, ,80,100, , , , ,40,125,100,50, , , ,125,80, ,300,50,55,70,125,250, ,80, ,200, ,125, ,300,110,175, ,300,200,150,200,125,125,80,70,,50,,,,,,70,50,35,,55,66,80,80,,80,125,,400,25,,25,60,125,,100,,,90,100,,,200,,125,150,,150,,100,,66,45,,50,55,100,125,125,150,40,125,90,,,
Stewart Cink, , , , ,300, , ,300,250, , ,300, ,250,200, , ,125, , , , , ,100, , ,150, , , , ,250, ,750,100, ,300, , , ,300, , , ,250,200,350, , ,250,400,250,150, , , ,150,150,,125,,50,,,, ,100,80,,,,175,80,,200,,66,250,,,40,125,,200,250,300,,400,150,100,175,,,,200,200,,150,,150,,125,100,125,,,250,300,250, , , ,,,
Kevin Chappell, , , , ,300, , ,200, , ,300,200,200, ,150, , ,125,150, , , , ,70, ,125, ,150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,55,,, ,80,80,,,,175,125,,125,75,,400,,66,,,200,66,125,,,90,,28,50,100,,80,50,,66,,45,50,66,,40,,40,33,66,35,66, ,66,45,,,
Wesley Bryan, , , , ,300, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,300,250,400,200, ,,,175,,,,,150,,,125,,33,80,,125,,150,300,300,,400,,150,150,300,,,,,,150,150,,200,,80,125,150,,250,300,250, ,250,175,,,
Aaron Wise,200,125,150,150,300, ,250, ,125, ,250,150,150, ,80,80, ,40,33,18, , , , ,66, ,40, , , ,125,66, ,200, , ,45, ,150,66,100, ,125,22,66, ,250, ,150, ,175,125, ,150,100, ,80,66,33,,40,,25,28,, ,,,,80,100,66,125,,125,200,,,35,55,,,125,,80,35,35,,150,80,,,125,,200,125,,200,150,150,,125,150,100,,,,,, , , ,,,
Victor Perez,,,,,300,170,200, , ,100, , , , , , , , , , ,150, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Lashley, , , , ,350,250,500,175, , ,250,80,250, ,125,125,150, , , , ,150,150, ,150,80, ,125, ,250,200, ,200,500,50,55, , ,750,250, ,175, ,300,500, , , , , , ,200, , , ,200, , ,200,,,100,,,80, ,,,150,,,,,150,,,,,,,150,200,,150,,,140,,275,150,,,250,,,,,,,300,,300,300,400,,,,,, , , ,,,
Scott Stallings, , , , ,350, ,500, ,150, ,300,80, ,150,250, , ,150,150,50, , , ,90,200, ,125,125, , ,300,200, , ,125,150,175,150, ,125,250,150, ,125,150,125, ,110, ,200,350,150, , ,80,200,200,150,200,,,125,,150,80, ,,125,,,,300,250,150,,,150,,66,125,125,200,500,250,,350,,300,200,,200,,125,,150,66,,50,125,150,300,200,125,,,,,,250,90, , ,,,
Bronson Burgoon, , , , ,400,350,750, ,200, ,500, , ,250,200, , ,100,80, , , , ,60,125,66,50,66, , , ,150, , ,66,150,250,500, ,300,400,225,500, , , , , , , ,500,300,250, ,300, ,300,250,150,,,66,80,66,, ,,100,80,,,200,250,100,,,80,500,80,125,250,250,,150,,,225,,400,200,,,250,,,,,80,,300,,300,300,350,,,,,, , , ,,,
Brian Gay, , , , ,400,440,750,300,200, ,300,200,200, ,150,100, ,50,66,33, , , ,66,200,300,200, , , ,400,200, , , ,200,200,300, ,125,200,150,350,100, ,150, ,110, ,175,300,150,125, ,150,150,200, ,90,100,,66,125,200,, ,200,80,,,275,250,150,80,250,,,,45,50,66,,350,100,250,,125,400,,100,,,,,300,200,,125,125,125,250,,125,80,,,,,350,150, , ,,,
Michael Thompson, , , , ,400, ,500, ,200, ,300,200, ,250,200,200, ,150, , , , , ,90,200,200,125, , , ,300,200, , ,100,110,110, , , ,150,150,250,125,125,125, , , ,100,150,70,50, , , , ,150,175,200,,66,,,40, ,,,125,,,,,200,,,250,,225,125,150,,,150,,250,125,400,250,125,150,,200,,,,,250,,,,250,,200,,,,,, , , ,,,
Cameron Tringale, , , , ,400, ,400, ,100, ,300,200,200,150,100, , ,100,80, , , , ,45, ,125,66,80, , ,200, , , ,80,80,150,200, ,300, , , ,250,175, , , , ,250, , , , , ,500, ,500,300,,,150,,,150, ,,,200,,,,,400,,,300,,300,150,,300,,250,,,225,,,250,,,200,,,,,,300,300,,350,200,200,,,,,,150, , ,,,
Ernie Els, , , , ,400, , , , , , , , , , , , , , , , , , , , , , , , , , ,400, ,500, , ,400, ,400, ,400, , ,300,250,150, ,125, , , ,150,150, ,225,250, , ,,,,250,350,300,, ,250,350,,,,,,200,,,,750,,,,,500,,750,,200,,250,250,,,300,,500,500,,,500,400,,,,,,,,,,300,400, ,,,
Kevin Tway, , , , ,500,200,750,300,200, ,300, ,200,200, ,150, , , , ,150,150,100, ,100,66, , , ,200,300,100,150, ,50, ,50,100, ,66, ,80,250,80, , ,300,125, ,200,300, ,175, ,125, ,100,100,,66,125,,,80,, ,80,40,50,,,250,150,66,,,100,,66,,50,125,,100,125,150,125,350,200,90,150,,150,,500,400,,250,300,,,200,,175,,,300,250,250,66, , ,,,
Brice Garnett, , , , ,500,320,500, ,200, , ,250,250, ,200,125, ,50,80, , , , ,66, ,200,80,125, , ,150,125, , ,100,150,300,400, ,300,300,275, , ,300,150, , , ,250,500,400,250, , ,250,200,200,,125,250,66,150,200,, ,200,125,,,300,500,250,200,300,,,,250,125,,200,,200,300,175,,250,200,100,125,,100,,,400,,250,300,250,,300,200,175,,,,,, , , ,,,
Bill Haas, , , , ,500,350, , , , , ,250, ,250,200, , ,200, , , , , ,150,200, ,100, , , , ,80, , ,125,150, , , ,150,150,110, ,175,250,125, , , ,200, ,150,150, ,125,200,150,125,80,,,50,45,,25, ,,,80,,,,,100,400,,150,,125,50,66,100,250,,125,150,70,150,100,50,100,,66,,,66,,,66,,100,100,50,66,,,125,200,150,22,125,125,,,
Bernhard Langer, , , ,500,500,440, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,500, , , , , , , , , , , ,,,,,,,, ,,,,,,,,,,,,750,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,, , , ,,,
Patton Kizzire, , , , ,500,500,750, ,300, , , ,300,350,250,125, ,125,125, , , , ,100,200,150,125,150, , ,275,250, ,500, ,300,300,300,500, ,250,125,400, , ,100,400, , ,200,350, ,100,150, , ,75, ,40,40,70,80,70,,,350,200,,,250,750,500,300,,300,350,,1000,200,125,,200,,200,400,250,,200,125,,100,150,,125,80,,100,50,,,55,,28,66,66,,,350,250,125, , ,,,
Scott Brown, , , , ,500,500,750,300,200, ,500,300, ,400,300,200, ,200,200, , , , ,125,250,200,125,200, , ,300,250, , ,50,150,175,200, ,200,300,175, , ,150,150, ,200, ,250,300, ,125, ,250,250, ,350,150,250,,200,200,250,, ,,,150,,,,300,150,300,,150,,140,125,200,250,,200,300,300,,300,150,250,300,,250,,275,225,,250,200,250,250,,125,125,,,300,200,250,66,350, ,,,
Matt Every, , , , ,500, ,750,200,300, ,500,300,300,500,300,250, , , , , , , ,90,300,300,150,250, , ,300, , , ,125,150, , , ,125,150,110, ,300,150, , , , , , ,100, , , , , , ,,,,125,,,125, ,,,,,,,,250,,,400,,350,150,250,250,,200,,,200,,350,150,175,,350,,150,350,,500,500,500,500,350,250,250,,,,,,200, , ,,,
Austin Cook, , , , ,500, , , ,250, , ,300,250,250,125, , ,80,150, , , , ,80,200,125,50,80, , , ,150, , ,66,150,125,150, ,80,150,125, ,125, ,125, ,80, ,200,350,175,125, , ,100,80, ,,,,28,,80,, ,100,80,,,300,200,150,,300,200,,500,33,66,,100,,125,200,150,,200,125,80,100,250,,,150,100,,80,100,66,55,,50,60,66,,,,, , , ,,,
Ryan Armour, , , , ,500, ,750, ,250, ,500,250,200, ,125,125, ,80,100,40, , , ,125,250, ,70,80, , ,250,150, , ,80,110,150,300, ,150,300,200,500, ,200,150, ,125, ,250,400,200,250, ,250,160,150, ,100,100,,66,125,,20, ,150,125,,,350,400,150,100,250,,100,1000,,50,125,150,,,275,350,150,400,,150,225,,200,,350,300,,200,150,150,160,,66,90,125,,,,,300, , ,,,
Sam Ryder, , , , ,500, ,500,200,150, ,400, ,200,200,200,200, ,125,125,28, , , ,50,125,150,80,150, , ,250,125, , ,66,110,175,250, , ,150, ,, , ,150, ,175, ,175,300,200,150, ,250, ,150,200,125,125,,50,40,66,, ,,66,80,,,,300,80,,,100,,160,,150,250,,150,,,125,,350,150,,,250,,,,,,,300,,500,,500,,,,,, , , ,,,
Sepp Straka, , , , ,500, ,400, ,250, ,400,,150,150,300,300, ,200,150,33, , , ,100,200,150,80,80, , ,175,80, , ,80,110,200,200,750,250, , , ,300,300, , ,150, ,300, , ,200, , ,350, ,500,350,400,,200,,,100, ,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , ,,,
David Hearn, , , , ,500, , , ,250, , ,250, , ,300,200, ,125,125,66, , , ,100, ,200,125,80, , , , , , ,125,150, , , ,150, , , ,300,200, , , , ,150, , , , , ,350, , ,175,,,100,,,100, ,,,125,,,,,175,,,150,,125,150,250,,,250,,,150,,,,400,,,,,,,,,250,,350,125,,,,,,,125, , ,,,
Chris Stroud, , , , ,750, ,750, ,400, ,500,300,300,500,300, , ,200,300, , , , ,125,400,400, , , , ,500,150, , ,250,275,250,250, ,250, ,250, ,250,200,200, ,110, ,300, , ,100, ,200,200,400,500,250,,,,200,250,100, ,,,150,,,,,100,300,,150,,150,125,200,200,,,,250,,250,200,250,250,,200,,,,,200,250,250,225,,100,100,200,,,300,175,45,250, ,,,
Roger Sloan, , , , ,750, ,750, ,300, ,500, ,500,400,250,250, ,250,150,40, , , ,80,200,250, ,125, , ,250,150, , ,125,150,300,300, ,300, ,450, ,300,350,250, ,150, ,175, ,150,150, , ,350, ,250,250,400,,300,400,300,125, ,,,125,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , ,,,
Jim Herman, , , , ,1000,500,750,500,500, ,750,500, ,500, ,300,300,500,500, , , , ,200,500, ,250,250, , , ,250, , , ,550,700,750, ,300, , , ,500,550,300, ,300, ,500, , ,500, , , ,500,400,300,500,,300,400,,350, ,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,400,,300,200,225,,,,400,300, ,400, ,,,
Michael Kim, , , , ,1000, , , , , , , , , , , , ,750,1000, , , ,750,400,500,1000,500,750, , , ,500, , ,250,550,550,750, , ,500,650,500,500, ,300,750, , ,500,1000,500, , ,500,350,300,300,,250,250,200,,250,, ,150,150,150,,,400,200,,250,,,300,200,150,150,200,,200,,,200,400,,250,275,,200,,,300,,300,300,,250,250,200,250,,,,400,400,200, , ,,,
Vijay Singh, , , ,750,1000, , ,500,400, , , , , , ,500, , , , , , , , , , , , , , , , , , , , , , , , ,500, ,500, , , ,500, , , ,400,200,250, , ,300, , ,,300,,,,,, ,,,,,,,,,300,,,,,125,,,,,400,,,,300,,250,500,,,200,,,250,400,250,,,,200,,,,,, ,400, ,,,
Davis Love III, , , , ,1000, , ,750,500, , , , , , , , ,500,500,250, , , , , , , , , , , , , , , , , , , , , , , , , ,250, ,275, , , ,250, , ,275,250, , ,,400,,150,,400,, ,,300,,,,,,250,500,,,,350,,,,,,,,,,500,,400,,,,750,500,,,,,,,,,,,,,,250,500, ,,,
Martin Trainer, , , , ,1000, , , ,500, ,1000,1000,1000,1000,1000,750,750, , ,400, , , ,500,500,750,500,750, , , ,500, , ,400,550,450,500, ,300,500, ,1000,300,500,200, ,200, ,250,400,250,150, , ,1000, , ,500,500,,500,500,400,250, ,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , ,,,
Michael Gligic, , , , ,1000, , , ,500, , ,500, ,500,500,500, ,500,400,125, , , ,300, ,500,400,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bo Van Pelt, , , , ,1500, , , ,1000, , ,1000,1000, ,1000,500, , ,500,400, , , ,500,500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scottie Scheffler, , , , , ,40,80,100, ,100,100, ,50,40,33, , ,28,33,16, , , ,22,50, ,25,40, , , , , , , , , , ,250, , , , ,66, , , ,125, , , , , , , , , , ,,,,,,,200, ,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,, , , ,,,
Marc Leishman,80,66,66,50, ,42,40,40,40,50,40, , ,50, ,40, , , , , ,40,25, , ,40, ,25,60,50,60, ,66,66, , , ,28,80, ,66, ,66,28, ,50,50, ,50, ,50,28, ,33,30, , ,20,,18,25,,,,, ,14,22,,55,55,55,55,,66,66,,45,,,18,25,50,,35,,22,66,,,25,50,,45,35,,55,,33,,30,22,,14,20,18,40,66,50, ,66,40,,,
Kevin Na,150,150,175,175, ,55,125,100, ,100,80,66,80, ,66,80,66, , , ,66,50,40, ,66,40, ,40, ,200,150, ,125, , ,35, , ,125, ,50,60,200,40, ,100,250, ,175,90,200,125, ,125,90,100,80, ,,100,100,,,40,,90,50,40,,75,110,90,66,,200,150,,175,,40,35,,,,66,66,50,100,,50,40,,,100,100,45,,,80,,110,,80,75,,,80,125,100,55,250, ,,,
Byeong Hun An,150,150,150, , ,65,80,40,33,80, , ,80,66,25, , , , , ,33,40,50, ,50,28,25,28, ,80,60,50, ,200, , ,50,66,200, ,66,80,150, ,50,40, ,35, , ,100,66,40,75, , ,50, ,,,,,,,,66,40,30,,,125,125,100,,125,66,40,200,,,35,,100,28,125,,,100,55,,55,,40,,100,40,,50,,,50,,,,,,,,100,33,200, ,,,
Phil Mickelson,80,50,66,40, ,95,150,80, , ,40,25, ,100,40, , , , , , , ,80, ,80,66, , , ,150,125, ,66,100, ,40, ,50,40, ,50, ,66, ,25, ,40, ,66, ,66,40, ,28,22,25,22, ,40,,,,,,, ,,,25,55,40,50,80,,100,75,,66,,22,,,28,14,45,,,35,20,,,16,12,25,,,18,,25,33,50,45,20,,,,55,100,80, ,28,55,,,
Brendan Steele, , , , , ,150, ,80,125, , , ,100,100,66,250, ,150,150, , , , ,80,200,80, ,150, , , ,125, , , , ,125,200, , ,300,225, , ,200, , ,125, ,200,250,200, , ,125, ,100,150,66,,,,,100,, ,150,100,40,,400,300,150,66,250,200,,500,,,,66,200,,,,,100,,33,,150,,100,,,80,,45,,50,55,33,,45,,200,200,175, ,125,150,,,
